"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,"Attribution setting"
2023-03-08,2026-04-08,"Wattala Activities Post - December 2023",not_delivering,2777,actions:post_engagement,6.08930501,"Using ad set budget",0,16910,69856,48032,2023-12-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Wattala - All In One Bank - December",not_delivering,1841,actions:post_engagement,9.18631179,"Using ad set budget",0,16912,51911,36134,2023-12-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Wattala SLO - December",not_delivering,1767,actions:post_engagement,9.57102434,"Using ad set budget",0,16912,52500,33822,2023-12-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Wattala We Are Open - December",not_delivering,3236,actions:post_engagement,5.22620519,"Using ad set budget",0,16912,104041,76894,2023-12-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB December",not_delivering,3777,actions:post_engagement,12.80116495,"Using ad set budget",0,48350,200836,125816,2023-12-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Available in Wattala",not_delivering,1207,actions:post_engagement,6.78541839,"Using ad set budget",0,8190,29511,23638,2023-12-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog December 2023",not_delivering,4301,actions:post_engagement,11.63860963,"Using ad set budget",0,50057.66,192166,110891,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 1 December",not_delivering,1599,actions:offsite_conversion.fb_pixel_view_content,3.50218887,"Using ad set budget",0,5600,47422,19220,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 2 December",not_delivering,1336,actions:offsite_conversion.fb_pixel_view_content,4.19161677,"Using ad set budget",0,5600,66285,33494,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC 14th December 2023",not_delivering,1725,actions:post_engagement,11.55362319,"Using ad set budget",0,19930,64830,42475,2023-12-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NTB Amex December 2023",inactive,1391,actions:post_engagement,12.43497484,"Using ad set budget",0,17297.05,52438,38463,2023-12-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 3 December",not_delivering,1156,actions:offsite_conversion.fb_pixel_view_content,4.84429066,"Using ad set budget",0,5600,74493,30838,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care 1 December",not_delivering,1176,actions:offsite_conversion.fb_pixel_view_content,4.76190476,"Using ad set budget",0,5600,87047,30792,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care 2 December",not_delivering,1112,actions:offsite_conversion.fb_pixel_view_content,5.03597122,"Using ad set budget",0,5600,67487,40429,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Baby December 2023",not_delivering,1989,actions:offsite_conversion.fb_pixel_view_content,2.81548014,"Using ad set budget",0,5599.99,67762,27092,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Beverages 1 December 2023",not_delivering,1459,actions:offsite_conversion.fb_pixel_view_content,3.83824537,"Using ad set budget",0,5600,91913,32326,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola Oct 2023 - Revised",not_delivering,1517,actions:post_engagement,5.60316414,"Using ad set budget",0,8500,164611,47602,2023-10-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC October 2023",not_delivering,1738,actions:post_engagement,8.6306099,"Using ad set budget",0,15000,70977,44006,2023-10-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh November 2023",not_delivering,905,actions:post_engagement,6.62983425,"Using ad set budget",0,6000,17076,13724,2023-11-01,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB In-store November 2023",not_delivering,1901,actions:post_engagement,8.67964229,"Using ad set budget",0,16500,87037,63008,2023-11-03,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery 1 December",not_delivering,2576,actions:offsite_conversion.fb_pixel_view_content,3.8121118,"Using ad set budget",0,9820,145428,44589,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery 2 December",not_delivering,2176,actions:offsite_conversion.fb_pixel_view_content,4.51286765,"Using ad set budget",0,9820,140044,59911,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Chocolates December 2023",not_delivering,2480,actions:offsite_conversion.fb_pixel_view_content,3.95967742,"Using ad set budget",0,9820,154909,48212,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Cleaning Products December 2023",not_delivering,1113,actions:offsite_conversion.fb_pixel_view_content,5.03144654,"Using ad set budget",0,5600,79786,31253,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Beverages & Frozen December 2023",not_delivering,1255,actions:offsite_conversion.fb_pixel_view_content,4.46215139,"Using ad set budget",0,5600,86133,40774,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household & Homeware December 2023",not_delivering,1281,actions:offsite_conversion.fb_pixel_view_content,4.3715847,"Using ad set budget",0,5600,74491,27150,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline Sat - January 2024",not_delivering,13558,actions:post_engagement,10.32655628,"Using ad set budget",0,140007.45,914841,367839,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB January 2024",not_delivering,6213,actions:post_engagement,9.94151618,"Using ad set budget",0,61766.64,315199,158375,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium - January 2024",not_delivering,4253,actions:post_engagement,9.63896544,"Using ad set budget",0,40994.52,183059,107364,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Bank January 2024",not_delivering,6745,actions:post_engagement,9.85989622,"Using ad set budget",0,66505,378340,183541,2024-01-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank January 2024",not_delivering,5080,actions:post_engagement,9.79403937,"Using ad set budget",0,49753.72,226041,123694,2024-01-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath January 2024",not_delivering,9562,actions:post_engagement,9.20309559,"Using ad set budget",0,88000,459412,210987,2024-01-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh Offer January",not_delivering,7415,actions:post_engagement,7.3516062,"Using ad set budget",0,54512.16,302940,182200,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty - Groceries - January 2024",not_delivering,10090,actions:offsite_conversion.fb_pixel_view_content,3.62656591,"Using ad set budget",0,36592.05,865143,175577,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty - Household - January 2024",not_delivering,11492,actions:offsite_conversion.fb_pixel_view_content,4.04960755,"Using ad set budget",0,46538.09,1182330,168230,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB January 2024",not_delivering,6747,actions:post_engagement,7.83817104,"Using ad set budget",0,52884.14,295843,157943,2024-01-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hoppers Thalawathugoda - January 2024",not_delivering,2864,actions:post_engagement,4.71368715,"Using ad set budget",0,13500,38886,19628,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kottu Challenge - 20th & 21st January 2024",not_delivering,1200,actions:post_engagement,3.57109167,"Using ad set budget",0,4285.31,22590,15174,2024-01-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Roast Chicken - January 2024",not_delivering,2548,actions:post_engagement,3.74886185,"Using ad set budget",0,9552.1,57175,27419,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"GLOMARK WHATSAPP CHANNEL 2024",inactive,44,video_thruplay_watched_actions,0.46159091,"Using ad set budget",0,20.31,65,65,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank January 2024",not_delivering,3037,actions:post_engagement,9.3081923,"Using ad set budget",0,28268.98,151506,112178,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank October 2023",not_delivering,3074,actions:post_engagement,9.75927131,"Using ad set budget",0,30000,123178,83084,2023-10-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"CDB Bank - October 2023",not_delivering,1268,actions:post_engagement,7.88643533,"Using ad set budget",0,10000,40437,25929,2023-10-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Halloween Activation - 31st October 2023",not_delivering,1357,actions:post_engagement,7.36919676,"Using ad set budget",0,10000,35973,28055,2023-10-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online November 2023",not_delivering,2526,actions:post_engagement,7.91765637,"Using ad set budget",0,20000,134382,99640,2023-11-02,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola New December 2023",not_delivering,5570,actions:post_engagement,9.1998833,"Using ad set budget",0,51243.35,265820,111933,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB 23rd December 2023",not_delivering,1339,actions:post_engagement,12.03510082,"Using ad set budget",0,16115,42927,29579,2023-12-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan Offer 2 December 2023",not_delivering,3074,actions:post_engagement,11.32075472,"Using ad set budget",0,34800,122716,71008,2023-12-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HSBC 24th December 2023",not_delivering,4742,actions:post_engagement,12.9692113,"Using ad set budget",0,61500,219018,123841,2023-12-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"CDB 26th December 2023",not_delivering,2240,actions:post_engagement,8.85714286,"Using ad set budget",0,19840,64581,42539,2023-12-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"E-commerce Post 1 December",not_delivering,2045,actions:post_engagement,7.47188264,"Using ad set budget",0,15280,50117,33042,2023-12-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Christmas Extended Opening Hours - December",not_delivering,1711,actions:post_engagement,9.05902981,"Using ad set budget",0,15500,63149,39812,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hamper 10,000 - Dec",not_delivering,1026,actions:post_engagement,9.35672515,"Using ad set budget",0,9600,50723,42332,2023-12-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hamper 20,000 - Dec",not_delivering,1018,actions:post_engagement,9.4302554,"Using ad set budget",0,9600,46659,38155,2023-12-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hamper 30,000 - Dec",not_delivering,1244,actions:post_engagement,7.7170418,"Using ad set budget",0,9600,64269,52383,2023-12-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hamper 40,000 - Dec",not_delivering,888,actions:post_engagement,10.81081081,"Using ad set budget",0,9600,49691,38409,2023-12-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hamper 50,000 - Dec",not_delivering,1012,actions:post_engagement,9.48616601,"Using ad set budget",0,9600,42509,31807,2023-12-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kottu Challenge - 20th & 21st January 2024 – new",not_delivering,,,,"Using ad set budget",0,0,0,0,2024-01-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kottu Challenge - 27th & 28th Jan",inactive,337,actions:leadgen.other,23.00430267,"Using ad set budget",0,7752.45,72475,47857,2024-01-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"GLOMARK WhatsApp Channel - Jan 2024",not_delivering,42267,video_thruplay_watched_actions,0.47317387,"Using ad set budget",0,19999.64,48616,30658,2024-01-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium 27th Jan - Web Sales",not_delivering,22,actions:offsite_conversion.fb_pixel_purchase,681.81818182,"Using ad set budget",0,15000,81841,41966,2024-01-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB 26th Jan - Web Sales",not_delivering,97,actions:offsite_conversion.fb_pixel_purchase,206.18556701,"Using ad set budget",0,20000,185130,103392,2024-01-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"CDB Bank - January 2024",not_delivering,1770,actions:post_engagement,8.47457627,"Using ad set budget",0,15000,58293,44322,2024-01-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia Bank - February",not_delivering,4700,actions:post_engagement,6.70742128,"Using ad set budget",0,31524.88,95458,61066,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Club Offer - February 2024",not_delivering,2380,actions:post_engagement,6.30252101,"Using ad set budget",0,15000,45440,35536,2024-02-02,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Saturday - February 2024",not_delivering,6320,actions:post_engagement,9.55501741,"Using ad set budget",0,60387.71,307217,165096,2024-02-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium - February 2024",not_delivering,6329,actions:post_engagement,8.5845568,"Using ad set budget",0,54331.66,149441,91068,2024-02-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB - February 2024",not_delivering,6119,actions:post_engagement,9.34343357,"Using ad set budget",0,57172.47,224650,131773,2024-02-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Fresh - February 2024",not_delivering,2743,actions:post_engagement,8.65943128,"Using ad set budget",0,23752.82,96607,72970,2024-02-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC Fresh - February 2024",not_delivering,8110,actions:post_engagement,8.34446363,"Using ad set budget",0,67673.6,299580,170086,2024-02-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank - February 2024",not_delivering,6209,actions:post_engagement,8.14783057,"Using ad set budget",0,50589.88,164346,98492,2024-02-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath Fresh - February 2024",not_delivering,10478,actions:post_engagement,8.4852176,"Using ad set budget",0,88908.11,349827,186128,2024-02-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total Bill - February 2024",not_delivering,7025,actions:post_engagement,7.25978648,"Using ad set budget",0,51000,177152,114620,2024-02-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh - February 2024",not_delivering,7434,actions:post_engagement,7.51487221,"Using ad set budget",0,55865.56,242146,135577,2024-02-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 8th Feb",not_delivering,1609,actions:offsite_conversion.fb_pixel_view_content,12.4300808,"Using ad set budget",0,20000,223024,119559,2024-02-08,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday Offer - 8th Feb - Conversions",not_delivering,21,actions:offsite_conversion.fb_pixel_purchase,476.19047619,"Using ad set budget",0,10000,67624,38903,2024-02-08,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Feb 2024",inactive,5937,actions:post_engagement,9.72841502,"Using ad set budget",0,57757.6,222102,139883,2024-02-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Conversion Feb",not_delivering,101,actions:offsite_conversion.fb_pixel_purchase,728.25465347,"Using ad set budget",0,73553.72,389220,150459,2024-02-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty - Groceries & Beverages Feb - Awareness",not_delivering,3383,actions:offsite_conversion.fb_pixel_view_content,3.74085427,"Using ad set budget",0,12655.31,246400,72337,2024-03-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Household - Feb - Awareness",not_delivering,3888,actions:offsite_conversion.fb_pixel_view_content,4.32319959,"Using ad set budget",0,16808.6,310508,82370,2024-03-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Groceries - Feb - Conversions",not_delivering,236,actions:offsite_conversion.fb_pixel_purchase,162.69402542,"Using ad set budget",0,38395.79,191539,38936,2024-03-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Private Label - February",not_delivering,20288,video_thruplay_watched_actions,0.24644568,"Using ad set budget",0,4999.89,24392,11374,2024-02-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total Bill Conversion - February 2024",not_delivering,35,actions:offsite_conversion.fb_pixel_purchase,1401.02314286,"Using ad set budget",0,49035.81,259839,87076,2024-02-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh Conversions - February 2024",not_delivering,58,actions:offsite_conversion.fb_pixel_purchase,1056.80637931,"Using ad set budget",0,61294.77,310784,111241,2024-02-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 15th Feb",not_delivering,4288,actions:offsite_conversion.fb_pixel_view_content,10.66284515,"Using ad set budget",0,45722.28,624989,206789,2024-02-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"LOLC February 2024",not_delivering,3777,actions:post_engagement,7.94281176,"Using ad set budget",0,30000,56892,39859,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Facebook Like Campaign - February",not_delivering,40,actions:like,31.32525,"Using ad set budget",0,1253.01,2795,2213,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Instagram Traffic Campaign - February",not_delivering,996,profile_visit_view,25.10040161,"Using ad set budget",0,25000,203756,79275,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline February New",not_delivering,7115,actions:post_engagement,10.0471539,"Using ad set budget",0,71485.5,246964,123272,2024-02-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Facebook Like Campaign - New Feb",not_delivering,659,actions:like,34.90136571,"Using ad set budget",0,23000,48752,19628,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 22nd Feb",not_delivering,3303,actions:offsite_conversion.fb_pixel_view_content,13.84265213,"Using ad set budget",0,45722.28,537765,198111,2024-02-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"New Engagement campaign",not_delivering,45,actions:like,40.11533333,"Using ad set budget",0,1805.19,6771,5180,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"New Traffic campaign",not_delivering,,,,"Using ad set budget",0,0,0,0,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 29th Feb",not_delivering,3840,actions:offsite_conversion.fb_pixel_view_content,11.90684375,"Using ad set budget",0,45722.28,416591,168981,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath Fab Feb Engagement - Feb",not_delivering,5573,actions:post_engagement,8.97182846,"Using ad set budget",0,50000,239103,132581,2024-02-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath Fab Feb Awareness",not_delivering,471372,reach,42.42933394,"Using ad set budget",0,20000,482940,471372,2024-02-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath Fab Feb Conversion",not_delivering,119,actions:offsite_conversion.fb_pixel_purchase,787.51764706,"Using ad set budget",0,93714.6,388507,135222,2024-02-22,"7-day click, 1-day view or 1-day engaged view"
2023-03-08,2026-04-08,"Loyalty Points Redemption Campaign Feb 2024",not_delivering,279650,reach,53.63847667,"Using ad set budget",0,15000,360765,279650,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Awareness - 23rd February",not_delivering,720306,reach,48.59046017,"Using ad set budget",0,35000,752649,720306,2024-02-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan Bank February - Awareness",not_delivering,1155395,reach,56.25781659,"Using ad set budget",0,65000,1227581,1155395,2024-02-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"CDB - February 2024",not_delivering,369648,reach,44.49468143,"Using ad set budget",0,16447.37,387624,369648,2024-02-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,Test2/28/2024,not_delivering,2,actions:offsite_conversion.fb_pixel_purchase,500,"Using ad set budget",0,1000,1826,889,2024-02-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Club - March 2024",not_delivering,405566,reach,36.98534887,"Using ad set budget",0,15000,407498,405566,2024-03-01,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Fresh - March 2024",not_delivering,287419,reach,49.79649919,"Using ad set budget",0,14312.46,330842,287419,2024-03-09,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline - March 2024",not_delivering,1119028,reach,75.95877851,"Using ad set budget",0,85000,1793793,1119028,2024-03-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium - March 2024",not_delivering,560264,reach,49.97643968,"Using ad set budget",0,28000,638846,560264,2024-03-09,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC - March 2024",not_delivering,635669,reach,50.34066472,"Using ad set budget",0,32000,785355,635669,2024-03-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank - March 2024",not_delivering,520011,reach,48.46051334,"Using ad set budget",0,25200,627326,520011,2024-03-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath - March 2024",not_delivering,808394,reach,49.48082247,"Using ad set budget",0,40000,998274,808394,2024-03-11,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total Bill - March 2024",not_delivering,559058,reach,45.61244093,"Using ad set budget",0,25500,657413,559058,2024-03-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh - March 2024",not_delivering,572843,reach,48.76166768,"Using ad set budget",0,27932.78,734466,572843,2024-03-13,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offers - March 2024",not_delivering,457101,reach,32.81550467,"Using ad set budget",0,15000,497372,457101,2024-03-20,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia Bank - March 2024",not_delivering,229293,reach,43.61232135,"Using ad set budget",0,10000,265430,229293,2024-03-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"LOLC Bank - March 2024",not_delivering,264239,reach,37.84452711,"Using ad set budget",0,10000,273797,264239,2024-03-07,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB - March 2024",not_delivering,386870,reach,51.69695246,"Using ad set budget",0,20000,412289,386870,2024-03-08,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 14th March",not_delivering,4249,actions:offsite_conversion.fb_pixel_view_content,10.76071546,"Using ad set budget",0,45722.28,538257,217984,2024-03-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total Bill - Avurudu 2024",not_delivering,605710,reach,61.50989748,"Using ad set budget",0,37257.16,755373,605710,2024-03-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh - Avurudu 2024",not_delivering,624204,reach,68.84848543,"Using ad set budget",0,42975.5,745359,624204,2024-03-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NTB Amex - 22nd March",not_delivering,703181,reach,62.5727942,"Using ad set budget",0,44000,748098,703181,2024-03-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia Bank - Avurudu",not_delivering,315752,reach,64.35290988,"Using ad set budget",0,20319.56,343941,315752,2024-03-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"LOLC Finance - Avurudu",not_delivering,432358,reach,69.66560119,"Using ad set budget",0,30120.48,501950,432358,2024-03-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 21st March",not_delivering,1636,actions:offsite_conversion.fb_pixel_view_content,9.16870416,"Using ad set budget",0,15000,139674,84153,2024-03-21,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB March",not_delivering,482936,reach,67.29670184,"Using ad set budget",0,32500,520807,482936,2024-03-23,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan 25th March",not_delivering,279558,reach,53.6561286,"Using ad set budget",0,15000,290596,279558,2024-03-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Groceries - Mar",not_delivering,4060,actions:offsite_conversion.fb_pixel_view_content,5.00439655,"Using ad set budget",0,20317.85,227824,90846,2024-03-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Loyalty Household - Mar",not_delivering,2216,actions:offsite_conversion.fb_pixel_view_content,7.2771435,"Using ad set budget",0,16126.15,166691,67134,2024-03-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Market Launch",not_delivering,1212129,reach,82.49946994,"Using ad set budget",0,100000,2193930,1212129,2024-04-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offers - March",not_delivering,1053218,reach,76.90715502,"Using ad set budget",0,81000,1452923,1053218,2024-03-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Rush Hour - March 2024",not_delivering,157729,reach,63.39988208,"Using ad set budget",0,10000,167196,157729,2024-03-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - 28th March",not_delivering,1528,actions:offsite_conversion.fb_pixel_view_content,9.81675393,"Using ad set budget",0,15000,149542,78100,2024-03-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Total Bill 29th March",not_delivering,152023,reach,65.7795202,"Using ad set budget",0,10000,160774,152023,2024-03-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Uber Eats Offer - March 2024",not_delivering,428139,reach,63.0636312,"Using ad set budget",0,27000,434724,428139,2024-03-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offer - April",not_delivering,150917,reach,33.13079375,"Using ad set budget",0,5000,155924,150917,2024-04-07,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Total Bill - April 2024",not_delivering,575164,reach,52.15903638,"Using ad set budget",0,30000,792433,575164,2024-04-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh - April 2024",not_delivering,685634,reach,58.34016399,"Using ad set budget",0,40000,979420,685634,2024-04-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pan Asia Bank - April 2024",not_delivering,356935,reach,56.03258296,"Using ad set budget",0,19999.99,431856,356935,2024-04-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"LOLC Finance - April 2024",not_delivering,372264,reach,53.72528636,"Using ad set budget",0,19999.99,434664,372264,2024-04-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Thursday 20 offer - April",not_delivering,1954,actions:offsite_conversion.fb_pixel_view_content,7.6765609,"Using ad set budget",0,15000,183704,79217,2024-04-04,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Club - 5th April",not_delivering,164867,reach,48.52396174,"Using ad set budget",0,8000,167996,164867,2024-04-05,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer Campaign 1",not_delivering,235085,reach,63.80670821,"Using ad set budget",0,15000,235085,235085,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 2",not_delivering,229212,reach,65.44159992,"Using ad set budget",0,15000,229212,229212,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 3",not_delivering,150542,reach,49.81998379,"Using ad set budget",0,7500,156123,150542,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 4",not_delivering,201350,reach,49.66476285,"Using ad set budget",0,10000,205158,201350,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 5",not_delivering,124488,reach,60.24677077,"Using ad set budget",0,7500,124504,124488,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 6",not_delivering,286443,reach,52.3664394,"Using ad set budget",0,15000,296562,286443,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 7",inactive,0,reach,,"Using ad set budget",0,0,0,0,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Influencer 8",not_delivering,289536,reach,51.80702918,"Using ad set budget",0,15000,296581,289536,2024-04-14,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Exclusive Offer",not_delivering,528440,reach,37.84724851,"Using ad set budget",0,20000,565690,528440,2024-04-13,"7-day click or 1-day view"
